代碼,商品,新聞內容,日期
2409,友達,友達衝獲利 瞄準客製化,2020/6/15
2458,義隆,義隆 下半年好旺,2020/6/15
2464,盟立,台積電赴美建廠 廠務工程商將打頭陣,2020/6/15
3008,大立光,WWDC來了 蘋果鏈熱度升高,2020/6/15
3044,健鼎,陸救車市 車電PCB有望受惠,2020/6/15
3105,穩懋,WWDC來了 蘋果鏈熱度升高,2020/6/15
3105,穩懋,穩懋 今年出貨拚倍增,2020/6/15
3380,明泰,明泰擬揪伴 拓車用版圖,2020/6/15
3526,凡甲,特斯拉來電 和大、聯嘉、凡甲吃補,2020/6/15
3680,家登,EUV追單 家登/帆宣訂單滿手,2020/6/15
3711,日月光投控,WWDC來了 蘋果鏈熱度升高,2020/6/15
4739,康普,受惠特斯拉 康普Q3訂單旺,2020/6/15
4938,和碩,WWDC來了 蘋果鏈熱度升高,2020/6/15
4938,和碩,索尼PS5亮相 供應鏈看旺,2020/6/15
6115,鎰勝,索尼PS5亮相 供應鏈看旺,2020/6/15
6196,帆宣,EUV追單 家登/帆宣訂單滿手,2020/6/15
6196,帆宣,台積電赴美建廠 廠務工程商將打頭陣,2020/6/15
6288,聯嘉,特斯拉來電 和大、聯嘉、凡甲吃補,2020/6/15
6412,群電,索尼PS5亮相 供應鏈看旺,2020/6/15
6672,騰輝電子-KY,陸救車市 車電PCB有望受惠,2020/6/15
8933,愛地雅,愛地雅 攻歐洲電動自行車市,2020/6/15
9958,世紀鋼,"台電強攻風電 投資1,500億",2020/6/15
1537,廣隆,廣隆 布局搶電信標案,2020/6/12
2409,友達,政院挺面板業 五年砸177億,2020/6/12
2454,聯發科,5G給力 聯發科樂觀看下半年,2020/6/12
2913,農林,農林射三箭 衝刺營運,2020/6/12
3005,神基,神基雙引擎助攻 Q3不看淡,2020/6/12
3037,欣興,聯發科、高通卯足全力加單 台系IC載板很有感,2020/6/12
3189,景碩,聯發科、高通卯足全力加單 台系IC載板很有感,2020/6/12
3376,新日興,MIM軸承 新日興看旺到後年,2020/6/12
3481,群創,政院挺面板業 五年砸177億,2020/6/12
3528,安馳,安馳三引擎 長線營運添柴,2020/6/12
3532,台勝科,台勝科 Q2產能滿載,2020/6/12
6176,瑞儀,蘋果 續衝iPad、iMac新品,2020/6/12
6182,合晶,合晶跨入SiC 營運喊衝,2020/6/12
6271,同欣電,同欣電喜訊連發 下半年業績衝,2020/6/12
6415,矽力-KY,矽力-KY 續攻車用、5G,2020/6/12
1301,台塑,林健男：台塑下半年營運反彈,2020/6/11
1536,和大,和大：電動車將現報復性需求,2020/6/11
1736,喬山,喬山 今年營收衝300億,2020/6/11
2002,中鋼,寶鋼調漲 中鋼：鋼市先蹲後跳,2020/6/11
2308,台達電,台達電展望下半年 逐季翻揚,2020/6/11
2330,台積電,美銀證：台積電目標價360元,2020/6/11
2373,震旦行,震旦行：營運逐季走揚,2020/6/11
2379,瑞昱,瑞昱 Q3業績有望優於Q2,2020/6/11
2409,友達,明基材：面板鏈庫存少,2020/6/11
2454,聯發科,華為禁售令升級 不影響產業鏈,2020/6/11
2505,國揚,國揚 轉型控股公司,2020/6/11
2881,富邦金,金控雙雄 前五月大賺,2020/6/11
2882,國泰金,金控雙雄 前五月大賺,2020/6/11
3045,台灣大,電信三雄獲利 超越財測,2020/6/11
3481,群創,明基材：面板鏈庫存少,2020/6/11
3673,TPK-KY,TPK-KY 切入3D列印業務,2020/6/11
4580,捷流閥業,捷流閥業 獲台積電大單,2020/6/11
4938,和碩,和碩上修NB出貨 蘋概好兆頭,2020/6/11
6150,撼訊,廣明效應 撼訊可望迎轉單,2020/6/11
8114,振樺電,振樺電結盟聯想 引進新客戶,2020/6/11
8215,明基材,明基材：面板鏈庫存少,2020/6/11
8358,金居,稼動率滿載 金居H2看俏,2020/6/11
9921,巨大,巨大耀眼 5月營收創高,2020/6/11
1319,東陽,陸車市反彈 東陽/廣華-KY/英利-KY業績催油門,2020/6/10
1338,廣華-KY,陸車市反彈 東陽/廣華-KY/英利-KY業績催油門,2020/6/10
2002,中鋼,陸鐵礦砂期貨飆 礦業股拉風,2020/6/10
2231,為升,布局車用產品 為升營運有望季季高,2020/6/10
2239,英利-KY,陸車市反彈 東陽/廣華-KY/英利-KY業績催油門,2020/6/10
2330,台積電,劉德音掛保證 台積電成長展望不變,2020/6/10
2409,友達,IT面板拉抬 面板廠5月出運,2020/6/10
2605,新興,陸鐵礦砂期貨飆 礦業股拉風,2020/6/10
2606,裕民,徐旭東：散裝航運溫和復甦,2020/6/10
3324,雙鴻,雙鴻 傳奪蘋果NB大單,2020/6/10
3706,神達,神達伺服器訂單 滿到Q3,2020/6/10
4580,捷流閥業,捷流閥業奪大單 營運添動能,2020/6/10
5608,四維航,四維航轉投資飯店 報捷,2020/6/10
5903,全家,全家好旺 5月營收創新高,2020/6/10
6180,橘子,橘子 5月營收年增近四成,2020/6/10
6505,台塑化,跟進大摩 高盛調高油價預測,2020/6/10
1597,直得,需求熱 直得訂單看到下季,2020/6/9
2002,中鋼,鐵礦砂價格 衝上十月新高,2020/6/9
2015,豐興,豐興鋼筋大漲 市場振奮,2020/6/9
2330,台積電,台積電下半年趨樂觀 3奈米建置未延遲,2020/6/9
2330,台積電,台積電今股東會 下修財測機會低,2020/6/9
2353,宏碁,筆電熱銷 宏碁5月業績衝上2字頭,2020/6/9
2356,英業達,緯創/英業達 Q2可望季增雙位數成長,2020/6/9
2419,仲琦,仲琦 滿手訂單,2020/6/9
2731,雄獅,安心國旅補助 下月上路,2020/6/9
3008,大立光,大立光旗下 星歐光學接大單,2020/6/9
3014,聯陽,聯陽 今年獲利拚新高,2020/6/9
3017,奇鋐,奇鋐業績 連二月創高,2020/6/9
3231,緯創,緯創/英業達 Q2可望季增雙位數成長,2020/6/9
3293,鈊象,鈊象 本季估賺逾一股本,2020/6/9
3413,京鼎,台積電大聯盟訂單滿手 下半年景氣復甦作先鋒,2020/6/9
3587,閎康,閎康 下半年續熱,2020/6/9
3680,家登,台積電大聯盟訂單滿手 下半年景氣復甦作先鋒,2020/6/9
5609,中菲行,空運夯爆 中菲行5月營收攻頂,2020/6/9
6176,瑞儀,蘋果追單 瑞儀Q2營收吃補,2020/6/9
6196,帆宣,在手訂單金額再創高 帆宣旺到明年上半年,2020/6/9
6472,保瑞,客戶獲藥證 保瑞提前出貨,2020/6/9
6667,信紘科,台積電大聯盟訂單滿手 下半年景氣復甦作先鋒,2020/6/9
2317,鴻海,外資喊多 蘋概股牛市來了,2020/6/8
2330,台積電,外資喊多 蘋概股牛市來了,2020/6/8
2330,台積電,超微神救援 台積電迎大單,2020/6/8
2454,聯發科,外資喊多 蘋概股牛市來了,2020/6/8
3008,大立光,外資喊多 蘋概股牛市來了,2020/6/8
3037,欣興,外資喊多 蘋概股牛市來了,2020/6/8
3406,玉晶光,外資喊多 蘋概股牛市來了,2020/6/8
3481,群創,美銀：群創 面板股首選,2020/6/8
4938,和碩,外資喊多 蘋概股牛市來了,2020/6/8
6269,台郡,外資喊多 蘋概股牛市來了,2020/6/8
2313,華通,高階產能需求旺 華通展望樂觀,2020/6/5
2317,鴻海,蘋果換充電線 台廠迎商機,2020/6/5
2324,仁寶,索尼發表5G手機 供應鏈補,2020/6/5
2327,國巨,國巨5月業績 攀16個月新高,2020/6/5
2347,聯強,杜書全：聯強獲利必勝去年,2020/6/5
2376,技嘉,技嘉5月營收衝高 6月可望進一步增溫,2020/6/5
2383,台光電,中興、烽火承接5G衝鋒大旗 台系CCL廠成長有望,2020/6/5
2385,群光,群光5月業績 歷年同期最佳,2020/6/5
2439,美律,索尼發表5G手機 供應鏈補,2020/6/5
2454,聯發科,索尼發表5G手機 供應鏈補,2020/6/5
2727,王品,王品 走出谷底,2020/6/5
3008,大立光,破天荒 大立光專利授權蘋果,2020/6/5
4147,中裕,愛滋藥給利 中裕營運注強心針,2020/6/5
5457,宣德,蘋果換充電線 台廠迎商機,2020/6/5
6121,新普,新普5月營收 同期新高,2020/6/5
6176,瑞儀,瑞儀目標價 外資喊125元,2020/6/5
6213,聯茂,中興、烽火承接5G衝鋒大旗 台系CCL廠成長有望,2020/6/5
6274,台燿,中興、烽火承接5G衝鋒大旗 台系CCL廠成長有望,2020/6/5
6290,良維,蘋果換充電線 台廠迎商機,2020/6/5
6446,藥華藥,藥華藥夠利 「疫」外獲急單,2020/6/5
8070,長華*,轉單效應發酵 長華6月業績續揚,2020/6/5
9914,美利達,歐美自行車熱賣 雙雄業績火,2020/6/5
9921,巨大,歐美自行車熱賣 雙雄業績火,2020/6/5
4151,明躍,明躍三路並進 力拚轉盈,2020/6/5
1319,東陽,里昂 喊買東陽/順德,2020/6/4
1476,儒鴻,儒鴻、廣越 谷底翻身,2020/6/4
2013,中鋼構,中鋼構三引擎助攻 獲利大豐收,2020/6/4
2314,台揚,外商搶陸5G大餅 帶旺鴻海/台揚,2020/6/4
2316,楠梓電,對岸衝5G 台灣協力廠爆單,2020/6/4
2317,鴻海,外商搶陸5G大餅 帶旺鴻海/台揚,2020/6/4
2345,智邦,雲端概念 四外資力挺,2020/6/4
2351,順德,里昂 喊買東陽/順德,2020/6/4
2353,宏碁,陸618購物節 雙A報捷,2020/6/4
2357,華碩,陸618購物節 雙A報捷,2020/6/4
2368,金像電,對岸衝5G 台灣協力廠爆單,2020/6/4
2376,技嘉,技嘉、華擎 伺服器業務狂飆,2020/6/4
2376,技嘉,雲端概念 四外資力挺,2020/6/4
2382,廣達,雲端概念 四外資力挺,2020/6/4
2409,友達,液晶面板5月合約價再跌 然2021年恐缺貨,2020/6/4
2454,聯發科,四檔「燙金股」 外資持股新高,2020/6/4
2455,全新,5G需求大 全新下半年營運添動能,2020/6/4
3023,信邦,信邦 前五月業績增10%,2020/6/4
3031,佰鴻,歐美不可見光LED需求回升 封裝廠看好下半年,2020/6/4
3338,泰碩,對岸衝5G 台灣協力廠爆單,2020/6/4
3481,群創,液晶面板5月合約價再跌 然2021年恐缺貨,2020/6/4
3515,華擎,技嘉、華擎 伺服器業務狂飆,2020/6/4
3556,禾瑞亞,禾瑞亞上半年出貨 拚雙位數成長,2020/6/4
4438,廣越,儒鴻、廣越 谷底翻身,2020/6/4
4966,譜瑞-KY,譜瑞-KY 本季營運估二位數成長,2020/6/4
4968,立積,立積締新猷 旺到9月,2020/6/4
5009,榮剛,榮剛改善體質 中長期看俏,2020/6/4
5269,祥碩,雲端概念 四外資力挺,2020/6/4
5274,信驊,雲端概念 四外資力挺,2020/6/4
5285,界霖,功率模組導線架 谷底已過,2020/6/4
6231,系微,系微 打進英特爾5G基地台供應鏈,2020/6/4
6409,旭隼,四檔「燙金股」 外資持股新高,2020/6/4
6415,矽力-KY,雲端概念 四外資力挺,2020/6/4
6432,今展科,今展科第二季營收 挑戰歷史新高,2020/6/4
6510,精測,雲端概念 四外資力挺,2020/6/4
6548,長科*,功率模組導線架 谷底已過,2020/6/4
6561,是方,四檔「燙金股」 外資持股新高,2020/6/4
6669,緯穎,雲端概念 四外資力挺,2020/6/4
8046,南電,雲端概念 四外資力挺,2020/6/4
8454,富邦媒,四檔「燙金股」 外資持股新高,2020/6/4
8996,高力,台灣伺服器生產聚落成形 組裝廠第二波擴產,2020/6/4
1586,和勤,和勤 汽車與硬碟兩業務訂單穩增長,2020/6/3
2002,中鋼,鋼市轉多 中鋼/燁輝樂,2020/6/3
2023,燁輝,鋼市轉多 中鋼/燁輝樂,2020/6/3
2034,允強,政策加持 台灣不銹鋼輸歐添利,2020/6/3
2035,唐榮,政策加持 台灣不銹鋼輸歐添利,2020/6/3
2049,上銀,上銀、台達電 外資點名補漲,2020/6/3
2049,上銀,工具機 下半年景氣率先復甦,2020/6/3
2308,台達電,上銀、台達電 外資點名補漲,2020/6/3
2379,瑞昱,台系USB晶片 賣到斷貨,2020/6/3
2454,聯發科,華為轉單說 聯發科嚴厲駁斥,2020/6/3
2636,台驊投控,台驊投控 Q2業績有望創新高,2020/6/3
2903,遠百,振興三倍券 要創千億效益,2020/6/3
2908,特力,振興三倍券 要創千億效益,2020/6/3
2912,統一超,振興三倍券 要創千億效益,2020/6/3
3008,大立光,新iPhone拉貨 光學雙雄嘗甜頭,2020/6/3
3019,亞光,亞光 搶高階鏡頭商機,2020/6/3
3406,玉晶光,新iPhone拉貨 光學雙雄嘗甜頭,2020/6/3
3437,榮創,榮創好旺 訂單滿手,2020/6/3
3703,欣陸,欣陸 三大事業體營運熱轉,2020/6/3
3711,日月光投控,PS5發布延期 不影響出貨進度,2020/6/3
3711,日月光投控,日月光投控封裝業務 旺到明年,2020/6/3
4123,晟德,晟德投資新藥 報捷,2020/6/3
5471,松翰,台系USB晶片 賣到斷貨,2020/6/3
5903,全家,振興三倍券 要創千億效益,2020/6/3
5904,寶雅,振興三倍券 要創千億效益,2020/6/3
6104,創惟,台系USB晶片 賣到斷貨,2020/6/3
6231,系微,系微搶市 秀韌體新產品,2020/6/3
6233,旺玖,台系USB晶片 賣到斷貨,2020/6/3
6237,驊訊,台系USB晶片 賣到斷貨,2020/6/3
6533,晶心科,陸大基金有望挹注RISC-V 晶心科得利,2020/6/3
6715,嘉基,嘉基 布局光通訊線材,2020/6/3
8054,安國,台系USB晶片 賣到斷貨,2020/6/3
8086,宏捷科,宏捷科5月營收飆 未來營運審慎樂觀,2020/6/3
9957,燁聯,政策加持 台灣不銹鋼輸歐添利,2020/6/3
1301,台塑,大陸PVC行情 強彈,2020/6/2
1305,華夏,大陸PVC行情 強彈,2020/6/2
1313,聯成,大陸PVC行情 強彈,2020/6/2
1785,光洋科,光洋科靶材 切入台積電先進製程,2020/6/2
2308,台達電,台系蘋果鏈 下半年動能強,2020/6/2
2317,鴻海,台系蘋果鏈 下半年動能強,2020/6/2
2324,仁寶,台系蘋果鏈 下半年動能強,2020/6/2
2327,國巨,中國車市緩步回神 台系被動元件、二極體現轉機,2020/6/2
2330,台積電,台系蘋果鏈 下半年動能強,2020/6/2
2382,廣達,台系蘋果鏈 下半年動能強,2020/6/2
2383,台光電,網通業績旺 台光電Q2氣勢強,2020/6/2
2401,凌陽,凌陽內外皆美 拚轉盈,2020/6/2
2409,友達,面板需求回升 雙虎受惠,2020/6/2
2458,義隆,義隆 Q3迎旺季效應,2020/6/2
2474,可成,可成 下半年將重啟動能,2020/6/2
2474,可成,台系蘋果鏈 下半年動能強,2020/6/2
3008,大立光,台系蘋果鏈 下半年動能強,2020/6/2
3037,欣興,外資 喊進欣興、景碩,2020/6/2
3041,揚智,智慧產品加持 揚智下半年「績」昂,2020/6/2
3189,景碩,外資 喊進欣興、景碩,2020/6/2
3324,雙鴻,雙鴻技術領先 大啖熱板商機,2020/6/2
3406,玉晶光,台系蘋果鏈 下半年動能強,2020/6/2
3481,群創,面板需求回升 雙虎受惠,2020/6/2
3587,閎康,三路並進 閎康本季營收戰新高,2020/6/2
4938,和碩,台系蘋果鏈 下半年動能強,2020/6/2
6166,凌華,鴻海/凌華 合攻機器人,2020/6/2
1268,漢來美食,振興券上路 餐飲股營運喊衝,2020/6/1
1338,廣華-KY,新產能到位 廣華-KY下半年業績加分,2020/6/1
1817,凱撒衛,凱撒衛、泰昇-KY 營收成長看俏,2020/6/1
2308,台達電,戴爾財報佳 仁寶/緯創利多,2020/6/1
2317,鴻海,iPhone 12 6.1吋主力機種 Q3啟動量產,2020/6/1
2324,仁寶,二代折疊機來了 點亮概念股,2020/6/1
2324,仁寶,戴爾財報佳 仁寶/緯創利多,2020/6/1
2330,台積電,iPhone 12 6.1吋主力機種 Q3啟動量產,2020/6/1
2330,台積電,二代折疊機來了 點亮概念股,2020/6/1
2385,群光,戴爾財報佳 仁寶/緯創利多,2020/6/1
2387,精元,戴爾財報佳 仁寶/緯創利多,2020/6/1
2409,友達,友達、華星 迎曲面面板轉單,2020/6/1
2421,建準,伺服器看旺 台廠振奮,2020/6/1
2449,京元電子,NB、路由器新品 引領Wi-Fi 6潮流,2020/6/1
2449,京元電子,二代折疊機來了 點亮概念股,2020/6/1
2454,聯發科,NB、路由器新品 引領Wi-Fi 6潮流,2020/6/1
2454,聯發科,三星急出貨 聯發科樂,2020/6/1
2478,大毅,二代折疊機來了 點亮概念股,2020/6/1
2492,華新科,二代折疊機來了 點亮概念股,2020/6/1
2707,晶華,振興券上路 餐飲股營運喊衝,2020/6/1
2727,王品,振興券上路 餐飲股營運喊衝,2020/6/1
2729,瓦城,振興券上路 餐飲股營運喊衝,2020/6/1
2752,豆府,振興券上路 餐飲股營運喊衝,2020/6/1
3005,神基,神基Q2營收 估成長近30%,2020/6/1
3008,大立光,iPhone 12 6.1吋主力機種 Q3啟動量產,2020/6/1
3008,大立光,二代折疊機來了 點亮概念股,2020/6/1
3036,文曄,網通晶片搶手 「加價也要買」,2020/6/1
3037,欣興,二代折疊機來了 點亮概念股,2020/6/1
3042,晶技,二代折疊機來了 點亮概念股,2020/6/1
3227,原相,任天堂新機感測器倍增 原相大單在望,2020/6/1
3231,緯創,戴爾財報佳 仁寶/緯創利多,2020/6/1
3324,雙鴻,二代折疊機來了 點亮概念股,2020/6/1
3324,雙鴻,伺服器看旺 台廠振奮,2020/6/1
3515,華擎,伺服器看旺 台廠振奮,2020/6/1
3515,華擎,華擎 今年營收、獲利拚雙位數增,2020/6/1
3563,牧德,牧德 樂觀下半年營運升溫,2020/6/1
3684,榮昌,榮昌拚5G量產 下半年業績衝,2020/6/1
3693,營邦,伺服器看旺 台廠振奮,2020/6/1
3702,大聯大,網通晶片搶手 「加價也要買」,2020/6/1
3711,日月光投控,NB、路由器新品 引領Wi-Fi 6潮流,2020/6/1
4152,台微體,台微體新藥 臨床數據正向,2020/6/1
4915,致伸,二代折疊機來了 點亮概念股,2020/6/1
4966,譜瑞-KY,大摩升評祥碩/譜瑞-KY 目標價空前,2020/6/1
4968,立積,NB、路由器新品 引領Wi-Fi 6潮流,2020/6/1
4968,立積,陸廠拉貨 立積Q3營運上層樓,2020/6/1
5269,祥碩,大摩升評祥碩/譜瑞-KY 目標價空前,2020/6/1
6104,創惟,遠端商機夯 創惟出貨旺到Q3,2020/6/1
6230,尼得科超眾,二代折疊機來了 點亮概念股,2020/6/1
6230,尼得科超眾,伺服器看旺 台廠振奮,2020/6/1
6412,群電,戴爾財報佳 仁寶/緯創利多,2020/6/1
6446,藥華藥,藥華藥 啟動抗病毒試驗,2020/6/1
6456,GIS-KY,二代折疊機來了 點亮概念股,2020/6/1
6462,神盾,二代折疊機來了 點亮概念股,2020/6/1
6504,南六,南六 口罩訂單滿到9月,2020/6/1
6683,雍智科技,NB、路由器新品 引領Wi-Fi 6潮流,2020/6/1
6683,雍智科技,雍智科技：測試載板需求樂觀,2020/6/1
8163,達方,戴爾財報佳 仁寶/緯創利多,2020/6/1
8210,勤誠,伺服器看旺 台廠振奮,2020/6/1
8480,泰昇-KY,凱撒衛、泰昇-KY 營收成長看俏,2020/6/1
4117,普生,普生接單旺 增班擴產,2020/6/1
1598,岱宇,岱宇7月滿單 下半年接單看俏,2020/5/29
2324,仁寶,聯想衝電競 台代工廠樂,2020/5/29
2330,台積電,台積電攻智慧車半導體 推7奈米設計平台,2020/5/29
2382,廣達,聯想衝電競 台代工廠樂,2020/5/29
2395,研華,急單湧入 研華Q2業績回神,2020/5/29
2404,漢唐,漢唐好旺 新單到手,2020/5/29
2408,南亞科,南亞科：DRAM價下季續漲,2020/5/29
2636,台驊投控,大聯大公開收購台驊投控 預計收購5~20%股權,2020/5/29
2886,兆豐金,壽險砸大錢 狂敲金融股,2020/5/29
2887,台新金,壽險砸大錢 狂敲金融股,2020/5/29
2891,中信金,壽險砸大錢 狂敲金融股,2020/5/29
3224,三顧,醣基、三顧 攜手開發次世代NK技術,2020/5/29
3231,緯創,聯想衝電競 台代工廠樂,2020/5/29
3257,虹冠電,台類比IC看好 今年奏凱歌,2020/5/29
3260,威剛,南亞科：DRAM價下季續漲,2020/5/29
3438,類比科,台類比IC看好 今年奏凱歌,2020/5/29
3588,通嘉,台類比IC看好 今年奏凱歌,2020/5/29
5299,杰力,台類比IC看好 今年奏凱歌,2020/5/29
5299,杰力,杰力投入GaN研發 攻5G、快充,2020/5/29
6112,聚碩,聚碩衝數位轉型 搶當資服Costco,2020/5/29
6121,新普,新普 本季動能強勁,2020/5/29
6138,茂達,台類比IC看好 今年奏凱歌,2020/5/29
6187,萬潤,萬潤 今年展望樂觀,2020/5/29
6251,定穎,定穎樂看Q2 拚穩健獲利,2020/5/29
6415,矽力-KY,台類比IC看好 今年奏凱歌,2020/5/29
8039,台虹,台虹新應用點火 後市不淡,2020/5/29
8081,致新,台類比IC看好 今年奏凱歌,2020/5/29
8928,鉅明,鉅明/明安 Q3營收估增溫,2020/5/29
8938,明安,鉅明/明安 Q3營收估增溫,2020/5/29
9136,巨騰-DR,NB塑膠機殼龍頭：Q3與Q2同樣強勁,2020/5/29
6586,醣基,醣基、三顧 攜手開發次世代NK技術,2020/5/29
1310,台苯,台苯：本季營運轉好,2020/5/28
1476,儒鴻,外資愛台股新風向：傳產引擎,2020/5/28
1477,聚陽,外資愛台股新風向：傳產引擎,2020/5/28
2049,上銀,外資愛台股新風向：傳產引擎,2020/5/28
2330,台積電,台積電 5奈米強化版Q4提前量產,2020/5/28
2337,旺宏,NOR Flash 後段封測需求相對穩健,2020/5/28
2337,旺宏,三銅板股 內外資按讚,2020/5/28
2337,旺宏,旺宏4引擎齊發 Q2產能滿載,2020/5/28
2344,華邦電,NOR Flash 後段封測需求相對穩健,2020/5/28
2368,金像電,三銅板股 內外資按讚,2020/5/28
2369,菱生,NOR Flash 後段封測需求相對穩健,2020/5/28
2458,義隆,義隆：客戶拉貨延續至Q3,2020/5/28
2633,台灣高鐵,三銅板股 內外資按讚,2020/5/28
2636,台驊投控,台驊投控：海運將U型復甦,2020/5/28
3373,熱映,熱映 4月每股大賺2.35元,2020/5/28
3416,融程電,融程電 獲賓士大單,2020/5/28
3680,家登,帆宣、家登 樂啖台積擴產大單,2020/5/28
3702,大聯大,U型反轉有望 大聯大H2將優於H1,2020/5/28
4551,智伸科,外資愛台股新風向：傳產引擎,2020/5/28
5274,信驊,"股后爭霸 美銀喊信驊1,800元",2020/5/28
5536,聖暉,聖暉 上半年喜接百億訂單,2020/5/28
6196,帆宣,帆宣、家登 樂啖台積擴產大單,2020/5/28
6715,嘉基,嘉基訂單 看到7月,2020/5/28
9914,美利達,外資愛台股新風向：傳產引擎,2020/5/28
9921,巨大,外資愛台股新風向：傳產引擎,2020/5/28
1536,和大,貿聯-KY/和大 出貨看增,2020/5/27
2014,中鴻,中鴻6月內銷價平盤 樂觀後市,2020/5/27
2049,上銀,上銀訂單 滿到6月底,2020/5/27
2208,台船,訂單撐腰 台船營運拚逆轉勝,2020/5/27
2317,鴻海,NB代工概念 內外資按讚,2020/5/27
2344,華邦電,華邦電 Q2營運有望由虧轉盈,2020/5/27
2353,宏碁,NB代工概念 內外資按讚,2020/5/27
2357,華碩,NB代工概念 內外資按讚,2020/5/27
2382,廣達,NB代工概念 內外資按讚,2020/5/27
2548,華固,華固商辦收割期 來了,2020/5/27
3059,華晶科,華晶科 今年業績看增,2020/5/27
3105,穩懋,穩懋 對今年營運有信心,2020/5/27
3630,新鉅科,惠普/微軟聯手搶市 和碩/新鉅科將受惠,2020/5/27
3665,貿聯-KY,貿聯-KY/和大 出貨看增,2020/5/27
4139,馬光-KY,馬光-KY攻互聯網醫療 報捷,2020/5/27
4938,和碩,NB代工概念 內外資按讚,2020/5/27
4938,和碩,惠普/微軟聯手搶市 和碩/新鉅科將受惠,2020/5/27
5471,松翰,松翰動能強 營收將攀峰,2020/5/27
6146,耕興,耕興 今年接單將躍進,2020/5/27
6180,橘子,橘子手遊改版 搶暑期商機,2020/5/27
6456,GIS-KY,三星指紋辨識升級 GIS-KY吃補,2020/5/27
6679,鈺太,陸筆電追單 鈺太Q2業績攻頂,2020/5/27
1101,台泥,旺季到、煤價跌 台泥Q2毛利率看升,2020/5/26
1305,華夏,解封效應 華夏急單報到,2020/5/26
1325,恆大,口罩內外銷 六月起解禁,2020/5/26
1474,弘裕,弘裕國內外湧單 營運催油門,2020/5/26
2303,聯電,美政府虎視眈眈 中芯恐成下個開鍘目標？,2020/5/26
2342,茂矽,功率元件爆訂單 Q2供不應求,2020/5/26
2368,金像電,金像電 今年營運成長仍可期,2020/5/26
2439,美律,美律 搶蘋果新耳機商機,2020/5/26
2474,可成,Tesla帶動產業革命 機殼廠駛入汽車新藍海,2020/5/26
3311,閎暉,Tesla帶動產業革命 機殼廠駛入汽車新藍海,2020/5/26
3317,尼克森,功率元件爆訂單 Q2供不應求,2020/5/26
3533,嘉澤,雲端商機靚 信驊、嘉澤被升評,2020/5/26
3707,漢磊,功率元件爆訂單 Q2供不應求,2020/5/26
4943,康控-KY,美系TWS急拉貨 康控-KY第二季迎復甦,2020/5/26
5230,雷笛克光學,車用LED拚回溫 雷笛克光學看好逐季成長,2020/5/26
5264,鎧勝-KY,Tesla帶動產業革命 機殼廠駛入汽車新藍海,2020/5/26
5274,信驊,雲端商機靚 信驊、嘉澤被升評,2020/5/26
5299,杰力,功率元件爆訂單 Q2供不應求,2020/5/26
5347,世界,功率元件爆訂單 Q2供不應求,2020/5/26
5439,高技,高技迎轉單 Q3能見度高,2020/5/26
6435,大中,功率元件爆訂單 Q2供不應求,2020/5/26
6504,南六,口罩內外銷 六月起解禁,2020/5/26
6533,晶心科,陸加速去美化 晶心科RISC-V受矚目,2020/5/26
8016,矽創,昇佳電子498元上櫃 矽創進補,2020/5/26
8028,昇陽半導體,昇陽半導體擴產 業績將升溫,2020/5/26
9136,巨騰-DR,Tesla帶動產業革命 機殼廠駛入汽車新藍海,2020/5/26
9919,康那香,口罩內外銷 六月起解禁,2020/5/26
4191,法德藥,重磅藥品開賣 法德藥後市樂觀,2020/5/26
1338,廣華-KY,陸車市回溫 零組件廠麗清、廣華-KY受惠,2020/5/25
1528,恩德,工具機谷底已過 Q2營運喊衝,2020/5/25
1530,亞崴,工具機谷底已過 Q2營運喊衝,2020/5/25
1536,和大,大摩評特斯拉 像20年前的蘋果,2020/5/25
1540,喬福,工具機谷底已過 Q2營運喊衝,2020/5/25
1583,程泰,工具機谷底已過 Q2營運喊衝,2020/5/25
1590,亞德客-KY,工具機族群 內外資挺,2020/5/25
1597,直得,工具機谷底已過 Q2營運喊衝,2020/5/25
1701,中化,中化獲cGMP核准 營運進補,2020/5/25
2002,中鋼,鋼市漸入佳境 類股報喜,2020/5/25
2012,春雨,鋼市漸入佳境 類股報喜,2020/5/25
2023,燁輝,鋼市漸入佳境 類股報喜,2020/5/25
2031,新光鋼,鋼市漸入佳境 類股報喜,2020/5/25
2049,上銀,工具機谷底已過 Q2營運喊衝,2020/5/25
2049,上銀,工具機族群 內外資挺,2020/5/25
2201,裕隆,陸車市回溫 零組件廠麗清、廣華-KY受惠,2020/5/25
2227,裕日車,陸車市回溫 零組件廠麗清、廣華-KY受惠,2020/5/25
2317,鴻海,鴻海走向3.0 訂三加三戰略,2020/5/25
2330,台積電,花旗看未來一年高點10200點 喊進12檔,2020/5/25
2345,智邦,花旗看未來一年高點10200點 喊進12檔,2020/5/25
2360,致茂,花旗看未來一年高點10200點 喊進12檔,2020/5/25
2382,廣達,蘋果推智慧眼鏡 廣達、和碩代工組裝機會高,2020/5/25
2409,友達,電視面板價 6月面臨現金成本保衛戰,2020/5/25
2448,晶電,晶電董座 唱旺LED產業,2020/5/25
2454,聯發科,花旗看未來一年高點10200點 喊進12檔,2020/5/25
2637,慧洋-KY,慧洋-KY董座：下半年運價反彈大,2020/5/25
2884,玉山金,花旗看未來一年高點10200點 喊進12檔,2020/5/25
2908,特力,滿心、特力布新局 拚下半年恢復成長,2020/5/25
